State Code,County Code,CO Units,CO Mean,State Name,County Name,City Name,NO2 Units,NO2 Mean,Ozone Units,Ozone Mean,SO2 Units,SO2 Mean,lat,lon,AQI
21,177,NA,NA,Kentucky,Muhlenberg,Not in a city,Parts per billion,7.861061166167665,Parts per million,0.02872861932938856,NA,NA,37.205042999999996,-86.94027299999999,15
17,179,NA,NA,Illinois,Tazewell,East Peoria,NA,NA,NA,NA,Parts per billion,8.546655930444699,40.665037999999996,-89.57620899999999,13
21,183,NA,NA,Kentucky,Ohio,Not in a city,Parts per billion,8.070531545221844,NA,NA,Parts per billion,8.412151576120666,37.440464500000004,-86.8511025,33.333333333333336
37,183,Parts per million,2.672276973429952,North Carolina,Wake,Raleigh,NA,NA,NA,NA,NA,NA,0,0,NaN
02,185,Parts per million,0.18955407584269662,Alaska,North Slope,Not in a city,Parts per billion,2.72903,Parts per million,0.023162434065934066,Parts per billion,17.81317397905759,70.263611,-148.756938,16.666666666666668
29,189,Parts per million,1.258595209834191,Missouri,Saint Louis,Green Park,Parts per billion,23.51385422816092,Parts per million,0.026955484464902184,Parts per billion,8.536730120732575,38.521718,-90.34371399999999,69.66666666666667
19,193,Parts per million,0.2863203043933054,Iowa,Woodbury,Not in a city,Parts per billion,4.905018774261603,Parts per million,0.030700230263157893,Parts per billion,2.672610524742268,42.351382,-96.38864099999999,10.333333333333334
17,197,Parts per million,2.414269457983193,Illinois,Will,Joliet,NA,NA,NA,NA,NA,NA,41.442901666666664,-88.13218933333333,18
17,199,NA,NA,Illinois,Williamson,Marion,NA,NA,Parts per million,0.028000238178633976,Parts per billion,8.956742050847458,37.728106,-88.953682,44.5
17,201,NA,NA,Illinois,Winnebago,Rockford,NA,NA,Parts per million,0.023895611656636045,NA,NA,42.267911,-89.075083,7
48,201,Parts per million,0.7973497939681464,Texas,Harris,Houston,Parts per billion,27.29638972183908,NA,NA,NA,NA,29.901035999999998,-95.326137,68
13,205,NA,NA,Georgia,Mitchell,Not in a city,NA,NA,NA,NA,Parts per billion,6.263575131578948,31.437676999999997,-84.12129499999999,6
20,209,Parts per million,1.3846544632564841,Kansas,Wyandotte,Kansas City,NA,NA,NA,NA,Parts per billion,8.901660472543353,39.11306,-94.624679,4
13,215,NA,NA,Georgia,Muscogee,Columbus,NA,NA,Parts per million,0.02228850185873606,NA,NA,32.500280000000004,-84.90437499999999,12.5
21,221,NA,NA,Kentucky,Trigg,Not in a city,NA,NA,NA,NA,Parts per billion,3.853516861063465,36.790884999999996,-88.016969,14
